,Unnamed: 0,Unnamed: 0.1.1,review_index,product_index,sentences,labelled_topic,labelled_sentiment,rating,sentence_ix
632,141485,141485,50699,1377, our family had a great time identifying the landmarks in the  and remembering our trip to dc,4.0,1.0,4,141485
633,30441,30441,10895,82,everyone worked on it while it snowed in the cabin,4.0,0.0,5,30441
634,68740,68740,24196,244, it reminded me of the 'scene' at christmas times when i was growing up,4.0,0.0,5,68740
635,191929,191929,68412,2963,i decided to purchase this as a gift for a family member who loves jan van haasteren s,4.0,0.0,5,191929
636,131165,131165,46951,1073,too dark: almost all elements except a few are same colors and it is very hard to figure it out and i think of myself as a pro,3.0,-1.0,2,131165
637,210321,210321,74881,3975,i bought this for my mom for mothers day,4.0,0.0,1,210321
638,35235,35235,12594,106, piece was missing from the ,0.0,-1.0,1,35235
639,167618,167618,60135,2117, i liked it as much as the first one,4.0,1.0,5,167618
640,65940,65940,23163,230,this is a hard  but great fun,1.0,1.0,5,65940
641,5037,5037,1828,4, i wouldn't hesitate to order again ,4.0,1.0,5,5037
642,156857,156857,56161,1812, yes,4.0,0.0,5,156857
643,177103,177103,63381,2381,the  was a challenge and at the same time workable,1.0,1.0,5,177103
644,196983,196983,70157,3186,so disappointed as 3 pieces were missing,0.0,-1.0,2,196983
645,81572,81572,28668,337, also the cut pieces of the  are very repetitive so there are always places where there's many pieces which could fit into one place and in places where the image is of something that means you could have the wrong piece there and not even know it,2.0,-1.0,4,81572
646,76478,76478,26989,304,love the  but two of the pieces were stuck together picture sides together,2.0,-1.0,3,76478
647,228868,228868,80787,5757, that one too is framed and hanging over my bed,4.0,0.0,5,228868
648,16881,16881,6102,35,loved this  ,4.0,1.0,5,16881
649,187890,187890,67022,2789,so much fun and beautiful when completed,3.0,1.0,5,187890
650,154829,154829,55427,1742,lovely horses on the beach ,4.0,1.0,5,154829
651,9630,9630,3542,15,i loved this ,4.0,1.0,4,9630
652,95597,95597,33831,506,beautiful  but arrived missing several pieces,0.0,-1.0,3,95597
653,96087,96087,33999,514, i like the colors and the difficulty of their s,1.0,1.0,5,96087
654,107234,107234,38112,644, saved money going this route,4.0,0.0,5,107234
655,201123,201123,71613,3391,my wife loves to put these s together especially when it is snowing outside,4.0,1.0,4,201123
656,105033,105033,37303,622,i have put several of these together with my motherthe larger pieces help,4.0,0.0,5,105033
657,199898,199898,71170,3329,but the pieces are easy to put together,2.0,1.0,4,199898
658,165402,165402,59426,2065, not one piece has broken and he is very rough on them,2.0,1.0,5,165402
659,62838,62838,21968,214, ha,4.0,0.0,5,62838
660,226326,226326,79931,5311,i was so excited when i saw the s i had ordered,4.0,1.0,3,226326
661,156108,156108,55892,1783, and the price,4.0,0.0,5,156108
662,96975,96975,34347,523,overall i can only think of positive accolades for this ,4.0,1.0,5,96975
663,64866,64866,22736,226, this was sooo much fun,4.0,1.0,5,64866
664,159322,159322,57086,1909, the quality is top notch,3.0,1.0,5,159322
665,97254,97254,34446,527, it was enough that i won't buy this brand of  again,4.0,-1.0,3,97254
666,16080,16080,5771,31, the mat lays perfectly flat and does what it's made to do,4.0,1.0,4,16080
667,130621,130621,46766,1066, therefore it quickly lost the interest of my kids no longer making it a family ,4.0,-1.0,4,130621
668,58812,58812,20805,202, as you can see in the photo i have the board propped almost vertical on the couch and the pieces are holding on,4.0,0.0,5,58812
669,56111,56111,19778,187,this  was challenging but quite enjoyable to put together,1.0,1.0,5,56111
670,129018,129018,46148,1012, i glued and framed it so i can always look at it,4.0,0.0,5,129018
671,70272,70272,24806,252,very pretty when it's done,4.0,1.0,5,70272
672,3466,3466,1318,4,before i brought the   sort and go jigsaw  accessory i had been using food storage containers to keep my  pieces organized,4.0,0.0,5,3466
673,20427,20427,7358,47, all the pieces tend to slide down if you don't carry it horizontally,4.0,0.0,4,20427
674,70238,70238,24788,252, otherwise _ÙÔ_Ù__ÙÔ_Ù_,4.0,0.0,5,70238
675,38406,38406,13654,121,i love it ,4.0,1.0,5,38406
676,40621,40621,14448,131, it was packed well and was very excited to set it up,4.0,1.0,5,40621
677,179445,179445,64273,2488,love it ,4.0,1.0,5,179445
678,202142,202142,71972,3448, it was challenging and fun,1.0,1.0,5,202142
679,47273,47273,16889,158,gave this to the inlaws for christmas-rumor is they had it done in one day-they loved it,4.0,1.0,5,47273
680,39078,39078,13933,124, arrived on time and in good condition,4.0,1.0,5,39078
681,134059,134059,47992,1140,great ,4.0,1.0,5,134059
682,152146,152146,54525,1661, the tail was a bit tough but saved it for last,1.0,1.0,5,152146
683,28039,28039,9967,68, it's a little bit on the easy side for a kinkade but it's a cool novelty,1.0,-1.0,5,28039
684,199900,199900,71171,3329,i haven't finished this yet but found that we had an incorrect piece from another  on the border so we are missing one border piece,0.0,-1.0,4,199900
685,117569,117569,41983,809, and each time we thought we are missing a piece,0.0,-1.0,5,117569
686,169641,169641,60842,2175,  arrived about a week ahead of schedule,4.0,0.0,5,169641
687,129858,129858,46486,1037, just beautiful,3.0,1.0,5,129858
688,142172,142172,50974,1392,bought for mom for her coca cola collection,4.0,0.0,5,142172
689,172366,172366,61769,2259, i think i may have a new favorite here,4.0,1.0,5,172366
690,221925,221925,78498,4790,i have done one of these before it was marilyn monroe which i'd like to get and redo that one,4.0,0.0,4,221925
691,156891,156891,56173,1813,so fun,4.0,1.0,5,156891
692,228598,228598,80700,5715, enjoy,4.0,1.0,5,228598
693,8292,8292,3066,14,challenging  but with fun surprises that kept the entire family entertained,1.0,1.0,5,8292
694,75997,75997,26771,302,this was really fun,4.0,1.0,5,75997
695,128178,128178,45903,1002,this  had a lot of hidden detail good clarity to the colors and was just fun to do,3.0,1.0,5,128178
696,171516,171516,61459,2215, how frustrating,1.0,1.0,1,171516
697,90286,90286,31962,443, fits on card table,4.0,0.0,5,90286
698,221789,221789,78467,4783,great,4.0,1.0,5,221789
699,73330,73330,25839,276, everything was right ,4.0,1.0,5,73330
700,151201,151201,54208,1629,i bought this as a gift for my mother-in-law and she loved it,4.0,1.0,5,151201
701,168716,168716,60555,2149, i love the concept of a photomosaic  but it really doesn't work here if you have to second guess your placement every time you put something down,4.0,0.0,1,168716
702,216800,216800,76839,4361, i wanted that for my mother,4.0,0.0,5,216800
703,173801,173801,62290,2310, beautiful landscape and background colors,3.0,1.0,5,173801
704,172880,172880,61948,2275,came with an extra piece,0.0,-1.0,4,172880
705,87496,87496,30966,407, 3 evenings of fun,4.0,1.0,5,87496
706,95219,95219,33737,501,a complaint i have seen consistently was the provided map is too small to read in building the ,4.0,-1.0,3,95219
707,133245,133245,47699,1127, it didn't fit my table,4.0,-1.0,5,133245
708,74890,74890,26367,286, i didn't finish it,4.0,0.0,1,74890
709,217712,217712,77157,4443,very difficult to put together,1.0,1.0,5,217712
710,137946,137946,49338,1262, also it was not cut all the way through in some spots,2.0,-1.0,3,137946
711,214171,214171,76080,4210,brightly colored background has many details,4.0,0.0,4,214171
712,221880,221880,78484,4786, playing or decorating you win,4.0,1.0,5,221880
713,89208,89208,31586,430,fun ,4.0,1.0,5,89208
714,61761,61761,21597,208,love how the pieces fit together and all the details in this  you could just see the story unfold,2.0,1.0,5,61761
715,84416,84416,29771,360, we selected this one for the fabulous colors and intricate details,3.0,1.0,5,84416
716,133829,133829,47916,1134, i also started to find some random shaped tiny pieces,4.0,0.0,2,133829
717,143192,143192,51327,1417, very well made,3.0,1.0,5,143192
718,23842,23842,8512,56,difficult  to put together as the outside pattern repeats which made it fun and a challenge but opening the  we found it missing a edge piece which was a huge disappointment since it was bought as nib,1.0,1.0,3,23842
719,200655,200655,71440,3360, picture is beautiful,3.0,1.0,5,200655
720,215043,215043,76316,4250,great ,4.0,1.0,5,215043
721,121532,121532,43468,861, nice good great lovely amazing,4.0,1.0,5,121532
722,183534,183534,65569,2634, is this it,4.0,0.0,4,183534
723,204453,204453,72798,3580,after spending hours on this  it was disappointing to find out that it is missing 4 pieces all in the same area,0.0,-1.0,1,204453
724,174936,174936,62734,2340,nice  and when done i plan to frame it,4.0,1.0,5,174936
725,196166,196166,69856,3143,it is bigger than her other s in the same collection,4.0,0.0,5,196166
726,73364,73364,25855,276, we are also inexplicably missing 2 pieces,0.0,-1.0,3,73364
727,222086,222086,78563,4823,i bought this as a gift for a friend,4.0,1.0,5,222086
728,102172,102172,36270,593,all the pieces were in the box for me,4.0,0.0,5,102172
729,152179,152179,54540,1662, this is a great ,4.0,1.0,3,152179
730,136002,136002,48698,1201, it was challenging interesting beautiful to construct and something i'd hang up also,1.0,1.0,5,136002
731,180828,180828,64670,2530,have most of the series,4.0,0.0,5,180828
732,57308,57308,20216,195, the challenge was pretty great but not worth the frustration,1.0,1.0,1,57308
733,101990,101990,36227,591, it was easy enough to get out my glue stick and fix them but i would say it's not the highest quality ,3.0,-1.0,4,101990
734,222053,222053,78547,4815, it also came with a missing-piece-replacement guarantee which i did not need,4.0,0.0,5,222053
735,85371,85371,30132,379,fun beautiful and good quality,3.0,1.0,5,85371
736,151237,151237,54216,1631, normally i'd probably rate it 4 stars but i think the manufacturer earned 5 for not just cashing in on the license as they could have but instead handling it with care,4.0,1.0,5,151237
737,210029,210029,74776,3955, nicely cut  pieces,2.0,1.0,5,210029
738,131172,131172,46955,1074, i wanted this as a keepsake,4.0,1.0,1,131172
739,53942,53942,19073,178,missing 1 piece : otherwise great ,0.0,-1.0,4,53942
740,74573,74573,26244,286, well the company told me to ship all this stuff to them of course which i did not have like receipt etc,4.0,0.0,4,74573
741,137109,137109,49063,1235, currently strewn across our dining table,4.0,0.0,5,137109
742,54779,54779,19398,184, i like one that you can fit pieces without getting frustrated,2.0,1.0,5,54779
743,25247,25247,9015,61, - the amount of  dust in  s eclipses all other manufacturers possibly combined,4.0,0.0,4,25247
744,52817,52817,18660,170,the buffalo games charles wysocki s are the only s my mother-in-law wants to work,4.0,0.0,5,52817
745,24813,24813,8835,60,this is a beautiful ,3.0,1.0,5,24813
746,48371,48371,17289,163, this  was more challenging but it was a lot of fun,1.0,1.0,5,48371
747,47354,47354,16930,158,love the quality of the s,3.0,1.0,4,47354
748,96648,96648,34252,521, not too hard not too easy,1.0,0.0,5,96648
749,56062,56062,19759,187,goodness this is more difficult than expected,1.0,1.0,5,56062
750,213013,213013,75766,4163, it is now completed ready to be glued and framed,4.0,0.0,5,213013
751,22957,22957,8238,53, the print is very high quality and is a pleasure to put together although it is not for the faint of heart,3.0,1.0,5,22957
752,38870,38870,13830,124,i love your s  but please stop putting your company slogans etc on the front of the box,4.0,1.0,3,38870
753,221584,221584,78401,4766, there is a cool little snap as the piece goes in,2.0,1.0,5,221584
754,160921,160921,57676,1951, however,4.0,0.0,4,160921
755,123886,123886,44358,907,good quality and good challenge ,1.0,1.0,5,123886
756,68727,68727,24191,244, it was a lot of fun and everyone enjoyed contributing,4.0,1.0,5,68727
757,42661,42661,15118,134,loved this ,4.0,1.0,5,42661
758,40831,40831,14515,131,this is an awesome  board,4.0,1.0,5,40831
759,128385,128385,45972,1006, and it is beautiful and a lovely picture so solve,3.0,1.0,5,128385
760,39308,39308,14001,126, can't wait to see how long it takes her to get it done,4.0,0.0,5,39308
761,134490,134490,48153,1152, it is a challenge with some of the areas but it has been fun,1.0,1.0,5,134490
762,74314,74314,26187,285, a lot of bent ends which is frustrating ,2.0,-1.0,1,74314
763,31739,31739,11423,90, challenging to assemble a nice change of  scenery for sure,1.0,1.0,5,31739
764,54198,54198,19175,180,be sure to have a large area to put this together,4.0,0.0,5,54198
765,105550,105550,37521,628, nice subject and educational value to this one,4.0,1.0,5,105550
766,172862,172862,61940,2274,so much fun,4.0,1.0,5,172862
767,124488,124488,44574,921,husband is big lions fan,4.0,0.0,5,124488
768,227527,227527,80337,5519, i really enjoyed putting this together and i am going to glue it and hang it on the wall with my other oz collections,4.0,1.0,5,227527
769,130861,130861,46851,1071, us made - great quality beautiful art high resolution imaging,3.0,1.0,5,130861
770,85125,85125,30036,370,great buffalo games quality as usual,3.0,1.0,5,85125
771,114223,114223,40741,740,i receivbed this as a gift,4.0,0.0,4,114223
772,152746,152746,54755,1680,this was my third eurographics 1000 piece jigsaw ,4.0,0.0,5,152746
773,71818,71818,25268,261, i would purchase this brand again,4.0,1.0,5,71818
774,1337,1337,355,1,no way,4.0,-1.0,1,1337
775,167387,167387,60049,2112, i do wear glasses but this is ridiculous,4.0,-1.0,2,167387
776,13657,13657,4857,30, these s are always nice for framing as well,4.0,1.0,5,13657
777,213379,213379,75870,4179,the final image just looked washed out and wasn't compelling,3.0,-1.0,3,213379
778,136317,136317,48784,1205, wish the pieces were a little thicker,2.0,-1.0,2,136317
779,27342,27342,9695,65,fun ,4.0,1.0,5,27342
780,3922,3922,1401,4, i sort by colors,4.0,0.0,5,3922
781,1221,1221,298,1, we put it together christmas evening and the pieces seemed pretty sturdy,2.0,1.0,5,1221
782,46778,46778,16703,157, the pieces are not uniform in size and the edges of each piece are too flexible,2.0,-1.0,2,46778
783,132996,132996,47604,1117, she loved it,4.0,1.0,5,132996
784,187409,187409,66853,2768, so many dark areas,4.0,0.0,3,187409
785,8901,8901,3239,14,though the bookstore theme is very cute the  pieces are very small and fuzzy,2.0,-1.0,3,8901
786,172479,172479,61796,2261, not sure if any pieces are missing,0.0,-1.0,1,172479
787,49502,49502,17766,167, when we opened the box we went through each piece looking for that one piece but it again was not in the box,0.0,-1.0,2,49502
788,205464,205464,73178,3634, the print was so enlarged that the pieces start at the top with the tip of the lighthouse cutoff on the bottom chuck pinson's name is not there and it starts near the purple flowers on the bushes above where his name should be and on the left the little bird is missing because the pieces start up above where it should be,4.0,0.0,2,205464
789,151171,151171,54205,1629,25 x 26,4,0.0,5,151171
790,94533,94533,33538,501, i'm sure when it's complete it will be well worth the effort,4.0,1.0,4,94533
791,205224,205224,73096,3624, i bought one other sunsout  and all pieces were there,0.0,1.0,2,205224
792,37028,37028,13263,116,super excited for this item,4.0,1.0,5,37028
793,122426,122426,43769,877, the quality was nothing to whistle dixie about as some of the pieces split apart for no particular reason,3.0,-1.0,5,122426
794,107697,107697,38334,645,åÊthese are really cool sorters,4.0,1.0,5,107697
795,134583,134583,48191,1160,i always love ravensberg or s this one is very tough though because the skyline is almost imperceptibly different,1.0,1.0,5,134583
796,76440,76440,26959,304,missing pieces ,0.0,-1.0,1,76440
797,197281,197281,70273,3202, thank you ,4.0,1.0,5,197281
798,165778,165778,59562,2070,very difficult ,1.0,1.0,5,165778
799,176590,176590,63196,2361, really cool painting,4.0,0.0,5,176590
800,156401,156401,56006,1801,gift for grandson ,4.0,0.0,5,156401
801,203911,203911,72594,3552,on some of the edges of the pieces the layers of cardboard were beginning to separate,2.0,-1.0,3,203911
802,116661,116661,41679,785, looks great in a frame on the wall,4.0,1.0,5,116661
803,29419,29419,10531,77, enjoyed putting it together ,4.0,1.0,5,29419
804,127022,127022,45459,980, has challenging obscure pieces,1.0,1.0,3,127022
805,130544,130544,46745,1064,missing 6 pieces,0.0,-1.0,1,130544
806,228340,228340,80615,5669, would be a perfect gift for cat lovers who enjoy s that take a fair amount of time to put together,4.0,0.0,5,228340
807,43647,43647,15556,136,easier than other 1500 piece  s,1.0,-1.0,5,43647
808,31649,31649,11401,89, finish up the dark water and finally the leaves and remaining sky,4.0,0.0,5,31649
809,106833,106833,37973,643,i have worked two of the klimt s,4.0,0.0,5,106833
810,185501,185501,66218,2693, it was fun to put together with a low frustration level,4.0,1.0,3,185501
811,93708,93708,33297,493,really enjoying this  although it took awhile to ship and had a corner with a small crush,4.0,1.0,5,93708
812,61046,61046,21343,204, if you really need a time killer challenge this  will keep you going for a long time,1.0,1.0,3,61046
813,42798,42798,15186,134, high quality design,3.0,1.0,5,42798
814,191350,191350,68187,2939, big america portion is a challenge but worth it,1.0,1.0,5,191350
815,28960,28960,10350,72,as expected ,4.0,0.0,5,28960
816,171810,171810,61569,2232, :- ,4.0,0.0,4,171810
817,202327,202327,72040,3460, the  is high quality- the pieces fit together beautifully,2.0,1.0,5,202327
818,27260,27260,9666,65,this  was a gift - and the recipient love it,4.0,1.0,5,27260
819,94617,94617,33556,501,very difficult  but beautiful once complete,1.0,1.0,4,94617
820,158894,158894,56926,1896,very colorful and challenging ,1.0,1.0,5,158894
821,10738,10738,3925,21, not even the second time,4.0,0.0,1,10738
822,122731,122731,43892,883,well done and very hard but looks great when done,1.0,1.0,5,122731
823,163380,163380,58692,2018,the quality of this  if very good,3.0,1.0,5,163380
824,122857,122857,43928,884,my husband loved this ,4.0,1.0,5,122857
825,12910,12910,4677,27, it should have been a cereal box  but it ended up being a candy wrapper ,4.0,0.0,1,12910
826,38464,38464,13684,121, this could account for reviews that say pieces were missing,0.0,-1.0,3,38464
827,3404,3404,1299,3,this was a challenging made more difficult was the presents of three extra outer border pieces,1.0,1.0,3,3404
828,61302,61302,21408,205, this one was fun with all the 90s things to recall as we did it,4.0,1.0,5,61302
829,10825,10825,3938,21,this was a beautiful ,3.0,1.0,5,10825
830,168082,168082,60320,2133, i have never had any pieces broken or missing ever on a new ,0.0,-1.0,5,168082
831,117508,117508,41962,808, but i found the color to be off for many of the pieces and difficult toassemble as a result,1.0,1.0,2,117508
832,50951,50951,18123,169, therefore upon movement it opens enough for pieces to fall right out,4,-1,1,50951
833,166531,166531,59758,2073,this was a gift and the  pieces are sharp with detail ,3.0,1.0,5,166531
834,107568,107568,38289,644, she has always been an avid  person looking for the hard ones and putting them together in no time,4.0,1.0,3,107568
835,158796,158796,56896,1889, i especially liked how there was a huge variety in  shape,4.0,1.0,4,158796
836,71973,71973,25329,261, very whimsical cats and books,4.0,1.0,5,71973
837,12404,12404,4467,23,tried to put this together with my kids but it's missing two pieces of the border and has a repeat piece,0.0,-1.0,3,12404
838,42477,42477,15058,134,pretty simple review ,4.0,0.0,1,42477
839,206384,206384,73473,3702, lots of fun,4.0,1.0,5,206384
840,39021,39021,13892,124, i didn't give it a 5 star due to it missing one piece,0.0,-1.0,4,39021
841,10194,10194,3744,18,the quality of the  is excellent and the box came in in perfect condition ,3.0,1.0,5,10194
842,75955,75955,26761,301,would have been a wonderful  if obama had been left out,4.0,0.0,1,75955
843,174641,174641,62615,2330,i've done many ceaco s in the past and had issues with delamination art layer pulling away from base layer,4.0,0.0,3,174641
844,109639,109639,38997,664, they did promise to send a replacement - haven't seen that yet,4.0,0.0,2,109639
845,175537,175537,62882,2345, came out beautifully - great gift for my mother,4.0,1.0,5,175537
846,217070,217070,76946,4388,great quality,3.0,1.0,5,217070
847,103709,103709,36825,609, my wife enjoyed it,4.0,1.0,5,103709
848,119299,119299,42612,832,based on the picture i was pretty sure this was going to be one of those s i wanted to frame,4.0,1.0,5,119299
849,139338,139338,49886,1308, i was sad to finish it,4.0,1.0,5,139338
850,97876,97876,34674,536, i'll definitely order more of these s,4.0,1.0,5,97876
851,219626,219626,77758,4580, it was very fun and relaxing,4.0,1.0,5,219626
852,109889,109889,39087,670, but was told design was amazing and pieces were cut to perfection ,2.0,1.0,5,109889
853,38775,38775,13803,123,fun for the family especially with older folks who recall all the pictures and tell stories about them,4.0,1.0,5,38775
854,69140,69140,24359,244, the recipients loved it,4.0,1.0,5,69140
855,68816,68816,24230,244, the  pieces are thick enough that you can put their s together and take them apart without damaging the pieces,2.0,1.0,5,68816
856,136234,136234,48773,1205, the border was a pain being free-form but there were some spots where they didn't even link together they just met in a cut line,4.0,0.0,1,136234
857,169458,169458,60787,2161, pieces go together easily,2.0,1.0,5,169458
858,114716,114716,40936,749, durable pieces and nice size,2.0,1.0,5,114716
859,34202,34202,12243,102, fun and its a challenge,1.0,1.0,1,34202
860,232279,232279,81872,6451,i am going to make a clock out of this  and give it for a christmas gift,4.0,0.0,5,232279
861,36020,36020,12901,111,i began doing s with my friends father who is in assisted living now,4.0,0.0,5,36020
862,137520,137520,49202,1252,missing about 10 pieces,0.0,-1.0,2,137520
863,47042,47042,16788,158,okay a bit boring and not tight fitting,2.0,-1.0,3,47042
864,26214,26214,9317,61,great product,4.0,1.0,5,26214
865,25353,25353,9026,61, if predictable landscape scenery s are your thing you probably won't like this ,4.0,0.0,5,25353
866,138498,138498,49541,1281,me and my girlfriend are  freaks,4.0,0.0,5,138498
867,11636,11636,4202,22,ive never had any issues with  s but there were 2 pieces missing and while many may think i lost them i am a super  nerd and the room i do my s in are like a fortress to prevent anyone from messing with them,0.0,-1.0,1,11636
868,129900,129900,46501,1042, however the white spaces are really difficult as other reviewers have stated,1.0,1.0,4,129900
869,227049,227049,80166,5438,purchased as a gift for my wife & she seemed to really enjoy the ,4.0,1.0,5,227049
870,222069,222069,78554,4818,the  was interesting to complete and a challenge to finish because of the change from the box to the finished image,1.0,1.0,4,222069
871,612,612,103,1, they do not disappoint,4.0,1.0,5,612
872,200794,200794,71492,3362,hard to work,4.0,0.0,5,200794
873,91204,91204,32306,455, great fun ,4.0,1.0,5,91204
874,57961,57961,20460,199, but great  to do in spare time ,4.0,1.0,5,57961
875,42506,42506,15065,134,this was a fun  to do not terribly challenging if you are a hard-core r but a nice mid-range level,1.0,1.0,5,42506
876,86028,86028,30382,389, so far we haven't found a  manufacturer we like more than ,4.0,1.0,5,86028
877,185960,185960,66345,2708, 1st challenge is getting the outside boarder,4.0,0.0,5,185960
878,174305,174305,62486,2318,my husband loved this as his birthday present ,4.0,1.0,5,174305
879,27045,27045,9609,65, know the type,4.0,0.0,5,27045
880,151719,151719,54386,1645, when looking for the right piece you looked for the smiling well mostly smiling faces,4.0,0.0,5,151719
881,140192,140192,50210,1320, ready for  to come out with some new  backgrounds,4.0,0.0,5,140192
882,58746,58746,20787,201,keep you busy ,4.0,0.0,3,58746
883,74650,74650,26267,286, i returned to the real world after my sessions with the fantasy world of gnomes with a much better attitude,4.0,1.0,5,74650
884,65635,65635,23021,227,we had all but one of those toys for our 5 kids so we thoroughly enjoyed this ,4.0,1.0,5,65635
885,187609,187609,66917,2779, thus 2 stars,4.0,0.0,2,187609
886,198962,198962,70872,3295, the pieces are so odd and unusual that it makes it too difficult,1.0,1.0,2,198962
887,186132,186132,66415,2711,really good  for 10 year olds ,4.0,1.0,5,186132
888,176862,176862,63307,2376, the cardboard is cut on a rather rough edge so some pieces that did go together had to be forced and there were many that appeared to have a border side but were middle pieces,2.0,-1.0,2,176862
889,196252,196252,69897,3148, we glued it together and framed it and its a great conversation piece,4.0,1.0,4,196252
890,1608,1608,483,1, this was supposed to be a gift so will be returning,4.0,-1.0,1,1608
891,185618,185618,66251,2694, it had a lot of different characters going on within the  ,4.0,0.0,4,185618
892,30105,30105,10740,82, this  was not cut properly and the edges are rough,2.0,-1.0,1,30105
893,222104,222104,78566,4824, you can't make it fit by matching patterns,4.0,0.0,1,222104
894,73255,73255,25802,276, my daughter and i do about 1 1000 piece  a month,4.0,0.0,5,73255
895,11498,11498,4155,21, it was challenging but not too much so,1.0,1.0,4,11498
896,210555,210555,74967,3995,absolutely the best s around are the wysocki s,4.0,1.0,5,210555
897,114972,114972,41032,756,gave as gift never heard any complaints,4.0,1.0,5,114972
898,30360,30360,10859,82, we just ordered another,4.0,1.0,5,30360
899,142994,142994,51237,1407,this was a gift for a group of ladies who gather to do s together each week,4.0,1.0,5,142994
900,196291,196291,69909,3150, now it is in my office,4.0,0.0,5,196291
901,112812,112812,40203,719, it is harder because it is not a typical rectangle or square shape,1.0,1.0,5,112812
902,48851,48851,17485,164,love the scenes of galison s,4.0,1.0,5,48851
903,59693,59693,20925,202, i love the removable piece that's covered in a felt-like product on which you put the  together,4.0,1.0,5,59693
904,109366,109366,38903,660, they like really hard s,1.0,1.0,5,109366
905,81920,81920,28788,337, the cuts aren't very clean and therefore to get a piece seated you kind of have to force it in where it obviously goes,2.0,-1.0,2,81920
906,59530,59530,20893,202, but i put a small blanket to hold everything in place and that fixes the issue,4.0,0.0,4,59530
907,194438,194438,69318,3086,loved the fact that the back of the pieces were lettered ,4.0,1.0,5,194438
908,178019,178019,63721,2409, a fun way to keep him warm on those snowy nights,4.0,1.0,5,178019
909,174521,174521,62567,2324, when we gather together for doing 2-3 christmas s i want the family to have some fun and chat while puzzling,4.0,1.0,3,174521
910,126918,126918,45426,977, the pieces really held into place with the snap technology and i love how it came with  glue so she could turn the  into a poster for her wall,2.0,1.0,5,126918
911,52115,52115,18559,169, but inside is fine so i keep it,4.0,1.0,1,52115
912,58530,58530,20688,201,lovely  and the kind of challenge that i liked,1.0,1.0,5,58530
913,2098,2098,752,1,beautiful but too many identical pieces,3.0,1.0,3,2098
914,112882,112882,40234,721, very attractive as shown,3.0,1.0,5,112882
915,37734,37734,13426,118, we carry the  upright holding the case like a purse and nothing moves whatsoever,4.0,1.0,5,37734
916,198676,198676,70765,3275,i got this  for my mom to keep her busy during the long snow season we've been having,4.0,0.0,5,198676
917,203435,203435,72461,3532, shipping was very fast too,4.0,0.0,5,203435
918,143990,143990,51639,1442, i'm doing this with elementary aged kids and we need the picture,4.0,0.0,2,143990
919,38372,38372,13635,121, great color and quality with the perfect amount of challenge,1.0,1.0,5,38372
920,22893,22893,8227,53, love the high quality packaging too,3.0,1.0,5,22893
921,77929,77929,27429,312,merry christmas,4.0,0.0,5,77929
922,171714,171714,61532,2229,wasn't missing pieces and there weren't duplicates,0.0,1.0,5,171714
923,123105,123105,44018,887,family time was a lot of fun with this  as a group project,4.0,1.0,5,123105
924,220812,220812,78154,4688, the box was sealed but if the  is anything like the picture on the box it is great,3.0,1.0,5,220812
925,100111,100111,35504,563,loved it ,4.0,1.0,5,100111
926,216182,216182,76604,4303, many of the  pieces are extremely similar,4.0,0.0,3,216182
927,145953,145953,52323,1504, i wonder if i can get my money back,4.0,0.0,1,145953
928,92311,92311,32749,474,bought this  as a gift for my step mother,4.0,0.0,4,92311
929,100236,100236,35559,563,this was purchased as a gift,4.0,0.0,5,100236
930,167813,167813,60205,2120, the pieces are so small weirdly shaped and so many had such similar colors that it took forever for the 2 of us inveterate rs to get this together,2.0,-1.0,2,167813
931,162854,162854,58484,1998,fun  with my 4 yo ,4.0,1.0,5,162854
932,61185,61185,21384,204, no missing pieces as every   never has missing pieces,0.0,1.0,5,61185
933,196874,196874,70126,3184, i normally buy s with way more pieces but the image is so striking and vivid i just had to buy this one,4.0,0.0,5,196874
934,175110,175110,62767,2345, it wasn't a difficult  as the colors and shapes in the picture made it rather easy,1.0,-1.0,5,175110
935,98173,98173,34793,540,we thoroughly enjoyed this ,4.0,1.0,5,98173
936,201990,201990,71912,3442,very difficult,1.0,1.0,5,201990
937,41574,41574,14780,132,just challenging enough to be fun,1.0,1.0,5,41574
938,94118,94118,33464,499, low-brow art appreciation,4.0,0.0,5,94118
939,45387,45387,16185,143,fun ,4.0,1.0,5,45387
940,62834,62834,21968,214,difficult,1.0,1.0,5,62834
941,224638,224638,79353,5070, what i like it most is the same-size poster coming with it and the letter printed on the back of each piece that puts it into one of the 8 sections,4.0,0.0,5,224638
942,84338,84338,29756,359, it also came promptly,4.0,0.0,5,84338
943,88754,88754,31381,423, this  is a addictive,4.0,1.0,5,88754
944,229171,229171,80882,5815,real fun ,4.0,1.0,5,229171
945,27906,27906,9919,68, i worked very hard on this with my daughter so for it not be able to be completed is very upsetting,4.0,-1.0,1,27906
946,73036,73036,25716,274,she said this bran is top quality maker of s,4.0,1.0,4,73036
947,103069,103069,36598,605,i enjoy  s,4.0,1.0,5,103069
948,8819,8819,3209,14, i do a lot of s,4.0,1.0,5,8819
949,91080,91080,32260,455, they were all shapes and sizes,4.0,0.0,5,91080
950,135557,135557,48531,1186,i love this  it's beautiful and also one of the hardest s i've ever done,3.0,1.0,5,135557
951,88692,88692,31365,422,the  is very beautiful,3.0,1.0,3,88692
952,188597,188597,67264,2809, no more guessing if it really goes there or not,4.0,0.0,5,188597
953,166123,166123,59646,2073, it is possible to put two pieces together and think that they fit when they actually don't but that makes for a challenging ,2.0,-1.0,5,166123
